sample_id	Intrahepatic.cholangiocyte	NK.Cell	Monocyte	Macrophage	Secretory.cell	Respiratory.ciliated.cell	Ionocyte.luminal.epithelial.cell.of.mammary.gland	Fibroblast.mesenchymal.stem.cell	Respiratory.secretory.cell	Mast.cell	Basal.cell	Endothelial.cell	neutrophil	B.cell	T.Cell	Erythrocyte.erythroid.progenitor	Platelet	Basophil	Stromal.cell	Mature.conventional.dendritic.cell	Adventitial.cell	Gland.cell	Salivary.bronchial.secretory.cell	Pericyte.cell	Myeloid.progenitor	Pancreatic.Stellate.cell	Pancreatic.alpha.beta.cell	Basal.prostate.cell	Prostate.epithelia	Salivary.gland.cell	Intestinal.enterocyte	Intestinal.secretory.cell	Intestinal.tuft.cell	Type.II.Pneumocyte	Cell.of.skeletal.muscle	Schwann.cell	Tendon.cell	Mesothelial.cell	Plasmablast	Kidney.epithelial.cell	Thymocyte
GHL72_combined_61bp	2.16725207486631e-05	0.179949817199243	0.0981466826937665	0.0349937843083522	1.52552139251561e-05	0.000174209199003026	3.57409763188877e-05	2.27025247265058e-05	8.21647730206571e-06	3.24823781553966e-05	2.48320775176934e-05	0.129160299483441	6.42964589729835e-05	0.0905868247030788	0.109154285769421	0.0430960661602622	0.119943489754629	3.76559123495766e-05	0.000120311845516727	4.74404452504338e-05	2.26564578594118e-05	1.324963229212e-05	1.02182339538247e-05	0.0154775021620194	0.146553655752635	2.0387285482967e-05	2.65765213418841e-05	1.99085156918962e-05	2.04087936173581e-05	1.82531530410672e-05	1.50972933065937e-05	1.28486602299665e-05	0.0310608098791038	9.38931382845514e-05	4.29863533900517e-05	0.000284470143508626	1.83605115082411e-05	0.000178276766703687	1.55119119171505e-05	4.43136327558181e-05	0.000414549099375664
GHL89_combined_61bp	0.00307222632309583	0.0240407096276245	0.0329718949988404	0.0274071470493658	4.77409587419438e-05	0.00272939497507802	0.00084289764066021	6.22746588448258e-05	2.30127244208757e-05	4.05661806916447e-05	0.000147787028067943	0.119915239011977	0.00284077508601111	0.213117189571967	0.0742861313232971	0.0119687017172386	0.233898014752314	6.24184438364655e-05	0.000107859316525038	0.00050306749295673	0.00825798846780634	2.3941933026898e-05	2.78630397668276e-05	0.0335371390928959	0.130707166730086	3.99817769430605e-05	5.21252861533302e-05	4.3160726971575e-05	4.70675935777232e-05	4.07441564722254e-05	0.000454452200654168	5.183097296493e-05	0.0559330494605773	0.00827350093270727	0.000212214543337384	0.00795329889151958	9.33948003717661e-05	4.31207456473066e-05	3.79363444304422e-05	0.000993889907184062	0.00509108351535056
GHL93_combined_61bp	1.29826098722822e-05	0.0425569859008263	0.201914245160407	0.000837548119951344	8.65430657371732e-06	4.97064030887666e-05	0.000807831291659456	8.11581551500077e-06	5.41706974556744e-06	2.39477628043607e-05	3.78943120226716e-05	0.125035277218332	0.0215452685069618	0.198137577016804	0.0633115339894863	0.0109738485861425	0.0843304578634751	2.32895664774097e-05	0.00371261965631923	0.000646175830766238	1.41861877176651e-05	7.20366187467651e-06	6.99099374424303e-06	0.00745737989418058	0.189171846298354	9.15179787319638e-06	3.45219454263373e-05	9.70664412019103e-06	1.10696714364096e-05	1.42638632684736e-05	9.13805639969613e-06	8.62565155515231e-06	0.0242728473151194	1.82451358606224e-05	0.000479006119894363	0.000378232169721742	9.44150842811505e-06	1.67497597727124e-05	2.24319734057351e-05	0.000129881928397889	0.0239397024362172
GHL94_combined_61bp	0.00474807340163128	0.0626160722406146	0.0517125951117314	0.0121914035331826	2.68262234176148e-05	0.00793319860801501	0.0046537437045381	5.14355126031397e-05	1.4717346165053e-05	4.75884895646633e-05	0.000190795234969178	0.189463846040463	0.0139319699867485	0.21260093948052	0.07698735102941	0.0136409417295167	0.0228281539854861	5.47546368162237e-05	9.81498907552576e-05	0.0021265590097231	3.29458959365164e-05	2.27556909528838e-05	2.16805053847392e-05	0.0272229531469647	0.178125271305278	2.70828667265754e-05	0.00277297540680548	3.6558848464168e-05	6.83548914124625e-05	3.3965853355053e-05	0.0020297847345516	2.4987338143086e-05	0.0637392113931385	4.14647917622338e-05	0.00010534705790812	0.00938298652202769	4.77694152913083e-05	0.000203820100081637	2.43216836840782e-05	0.00188249084793744	0.038234156508323
GHL103_combined_61bp	9.32022004350611e-06	0.0902768566041366	0.217815564727219	0.00289194405599245	7.96010493746034e-06	3.93633923129733e-05	9.72698299902539e-06	1.0789395985353e-05	3.33676940951758e-06	1.33884259323778e-05	7.20190680522948e-06	0.109161558571332	0.000575072506787429	0.159186107993283	0.0596552656808757	0.00469559006520395	0.127920281642367	2.03407290760643e-05	1.03401103239213e-05	0.00267115016269733	5.74495520901018e-06	4.72435644348082e-06	4.94813198866969e-06	0.0067214104867493	0.15575222450779	9.34473712221907e-06	6.87121167381766e-06	6.69929334874483e-06	1.04507694767617e-05	8.79792222994555e-06	1.77538796506061e-05	5.52490780264557e-06	0.0164506365517798	1.22728302474565e-05	0.000352118769657802	0.000408124667161284	7.45042810054343e-06	1.11647704213243e-05	1.56114775135578e-05	5.67798688162973e-05	0.0451501854290972
GHL107_combined_61bp	0.00493794207298878	0.10905242712953	0.000502114490341312	0.0237902872347609	8.76514934623329e-05	0.00109949007683373	0.000103618334959927	5.23683323544864e-05	3.4489111287408e-05	7.96406313094087e-05	0.000247694125537269	0.0709336905960458	0.0612917724720461	0.219353756473324	0.000560463037988727	0.00756624742330403	0.0993131017411535	7.4659142000656e-05	0.0187690816092699	0.00019059166730665	5.21754110952328e-05	4.28516458768431e-05	4.4895674926885e-05	0.0285851227240275	0.200433972168347	4.87388901446206e-05	0.000158534980487122	6.42192710978738e-05	6.39938478746512e-05	5.07009170028668e-05	0.000485201116845474	6.22812668478213e-05	0.137643178548131	8.66787755350994e-05	0.000111140864035589	0.00065717189418436	5.15658996410298e-05	5.93667570851176e-05	5.28282483644625e-05	0.00203175556494683	0.0111725383376981
GHL108_combined_61bp	0.000783719307783529	0.0972567382531842	0.110075774587007	0.0405057383101939	1.90221866323298e-05	0.000969348972934625	0.000125116033582673	2.23803008417347e-05	8.12784942799185e-06	2.2058400369745e-05	5.52543353828094e-05	0.119910944808218	0.0392461765293679	0.105385104313502	0.0134970300162973	0.00275871950986159	0.208240896652483	2.93347440147169e-05	0.0067191560620563	0.000320061250528804	2.0209731182719e-05	1.12694707513262e-05	1.08275801725684e-05	0.037058609385946	0.156325898177091	1.35070853515862e-05	0.000548340682239277	1.69616664096426e-05	1.85449855805442e-05	2.12257310216147e-05	2.99375942718549e-05	1.67328680356143e-05	0.0458888648378939	6.95986228005397e-05	3.33472401207703e-05	0.000319773473470124	1.89096292986933e-05	4.77077606088166e-05	2.70411397633985e-05	0.00117750752878828	0.0123744823855307
GHL112_combined_61bp	0.00335921324933848	0.150348949362124	0.115059481755413	0.0185870633421613	1.85105433281288e-05	0.00399489349066954	0.00700193033477063	2.57886991344181e-05	7.6729051153873e-06	2.69041916500962e-05	0.000167224151526421	0.0932420562271272	0.043189307429402	0.134751052749587	0.0397961981276971	0.0190304778116512	0.123311965248402	3.0747181326368e-05	0.0164620697807291	0.000521211293230597	1.7486959814928e-05	1.4996908072555e-05	1.36084538368736e-05	0.0151905770484715	0.145627267165128	1.56739758344899e-05	0.00117679979165056	1.57525842906805e-05	2.21425213526453e-05	2.03229694433509e-05	0.00188942720241395	5.61270431735474e-05	0.0522149180469435	0.000132223559400287	7.77933487470896e-05	0.00301157634561133	2.6097137615907e-05	0.000167046037429511	1.68956334892088e-05	0.0015359653089217	0.00982458408397278
GHL121_combined_61bp	0.000200647951941441	0.176923956214038	0.223970018994973	0.0294424201486008	2.94692438297728e-05	0.00129321035350799	7.02025463002254e-05	3.27198191102863e-05	1.33950590219796e-05	5.14546316687905e-05	5.08404851605159e-05	0.0739764342229961	0.0680312213779284	0.0867957661998241	0.000405342700321574	5.4876296759686e-05	0.0496648594425638	3.41518885051294e-05	0.0405958572061064	0.00179921989506211	2.7826788455604e-05	2.06415632720804e-05	1.88272265469475e-05	0.00469004921424389	0.192739847195631	2.86950300604287e-05	7.75169824064072e-05	2.65565259377642e-05	4.9811948972121e-05	3.08963345642236e-05	0.000463296333374034	4.99511339464279e-05	0.0388056538744061	3.14789323223422e-05	0.000146261411750863	0.000111723571611454	2.58254282090689e-05	4.271655517176e-05	2.68366238717132e-05	0.00144761706478855	0.00770190558223652
GHL123_combined_61bp	2.84160254208839e-05	0.153722628773787	0.110937009083333	0.0134933494806236	3.81259080701535e-05	0.000900642887728315	6.68596420563434e-05	3.82850712490014e-05	1.68330938093365e-05	4.59881323184075e-05	3.71193453555561e-05	0.15840529528032	0.000419191296045284	0.114867880918652	0.0941548050898107	0.0121991070536161	0.117056422949026	6.35470226695808e-05	3.20986672491366e-05	0.000678302326046902	3.19553898585619e-05	2.37959857758227e-05	2.3539882319736e-05	0.0139537756573786	0.178692935673852	3.34225556682546e-05	0.000101031146890264	2.86766326721817e-05	2.32168699296414e-05	3.91933740429531e-05	3.00712848749196e-05	2.089702156469e-05	0.0267926774684248	3.67813729158654e-05	9.23417830822877e-05	0.00153346250853872	3.51373420334503e-05	3.42076772396266e-05	3.00717717576561e-05	9.72109656071077e-05	0.00114368958838536
GHL131_combined_61bp	0.000162431959954842	0.084735321113062	0.0577994000224507	0.00989864165227016	2.98952461015934e-05	0.00298525724159711	0.000141618928043132	4.14539220912497e-05	2.05587342717988e-05	4.607402346297e-05	0.000733457557955768	0.104511284235564	0.00667484069337497	0.160683032211203	0.0144340221373212	0.0101289939792413	0.274663560503502	4.32966426394536e-05	0.000800507847055484	6.58814426410728e-05	2.82382573790497e-05	2.66045153473708e-05	2.02856324155407e-05	0.0587605942185395	0.138598826076063	2.72582210846156e-05	0.00140187850369711	3.30520186818123e-05	4.23281642607309e-05	3.97459007454422e-05	0.00279344648511092	7.45616138469485e-05	0.0624556705066852	3.60873159639767e-05	6.3400859779684e-05	0.00138378258546157	3.02588856119969e-05	4.93544490624418e-05	4.16251136805142e-05	0.00305056186140105	0.00244290872137753
GHL133_combined_61bp	0.00066785284281655	0.0395749990576258	0.09225671028893	0.00692326718533922	6.87555349978926e-06	6.23322509124669e-05	4.24053036941211e-05	1.40977189905605e-05	3.70338071178938e-06	1.34242999137434e-05	2.3524806980864e-05	0.0475074453187036	0.167122957966771	0.0463094130942144	0.0432090229038033	0.0134327391746608	0.0844135099934675	1.49190347005299e-05	0.00917702416060979	0.000776587741768474	6.10805801254573e-06	4.86909609023916e-06	5.03274251854273e-06	0.00244029024534316	0.407633013133686	6.71049350529081e-06	9.16237637507125e-06	6.69909094271806e-06	8.47285468398742e-06	1.22850167822626e-05	8.52698318129542e-06	1.02314638504987e-05	0.0372437991683067	1.51395885455737e-05	8.98231298238505e-05	3.81651359054402e-05	2.28220105050258e-05	1.31982167816104e-05	1.76290533087446e-05	3.54280703857815e-05	0.000819781993351829
GHL134_combined_61bp	0.000164807216330539	0.211309827689635	0.0188150361304147	0.0355943195991492	3.73890639622541e-05	0.000820526976121202	5.46221478269387e-05	4.67165337543288e-05	2.17621277049119e-05	4.35826467419948e-05	3.14612117812085e-05	0.134686494231098	0.0041953013310141	0.131423139619852	0.0250709895042087	0.024790758525785	0.098581661977294	5.63207090609999e-05	0.00513230041904103	8.03931637245475e-05	3.67826531123133e-05	2.84367330453739e-05	2.50876217959794e-05	0.0178354080434838	0.216929988570548	3.36631139080736e-05	5.82657546354482e-05	3.23449908391509e-05	5.51898915172412e-05	3.78972371807343e-05	4.52072976919918e-05	3.53103782489638e-05	0.0655504875804275	4.03470927173848e-05	8.27715791259803e-05	0.00680692816214682	4.61094753245053e-05	4.41382467465844e-05	3.81227684386661e-05	0.000671896163844915	0.000608205820719627
GHL136_combined_61bp	0.000282602809884545	0.0704213068514848	0.156393296302307	0.027681247223688	5.18017277994114e-05	0.00672008689271686	0.00128816315372591	8.15547080093386e-05	3.10033736265874e-05	9.58045416227705e-05	0.000114012101236494	0.115040386432736	0.00772760150570354	0.21063582240644	0.00200731045890239	0.0191966104769762	0.0802968187414514	9.81225816056599e-05	0.000310840168596256	5.88316561008273e-05	8.26856364940408e-05	3.76992462303724e-05	4.76627775573127e-05	0.0513898670475665	0.129779225943193	5.9842720613095e-05	0.00163929697038222	7.94802510849134e-05	6.08593237796624e-05	5.54835716897873e-05	0.00433743325620658	6.89086963515044e-05	0.0976388995588621	0.000196570703380961	8.06720151580473e-05	0.00298701171423434	6.89409229598177e-05	9.59112828172988e-05	6.26249130547625e-05	0.0030316375946257	0.00966606173914399
GHL141_combined_61bp	1.59629192163812e-05	0.143368054941388	0.0924621256249434	0.011795840295244	1.82658327465221e-05	0.000179361618250286	2.65490491376479e-05	2.18847518991625e-05	8.31031430846649e-06	1.94116330050902e-05	4.29171153927525e-05	0.0901107611374663	0.00938064592347231	0.157948108285543	0.0124752837236487	0.0195055337385812	0.204119482960563	2.45820643571583e-05	0.00950757954610877	3.14598449206759e-05	1.7995719258142e-05	1.09902273246241e-05	8.96893692094003e-06	0.027389853416456	0.168332477535179	2.04679493806884e-05	8.04530069746126e-05	1.18005999806708e-05	1.86253300289554e-05	1.8364882674026e-05	2.78752722942315e-05	1.00956141916661e-05	0.0402712239987804	1.94077795244515e-05	3.6106458706553e-05	0.00274988963168944	1.68504641322531e-05	2.96267650284011e-05	2.12583511870295e-05	0.000456972757796213	0.00938857398229905
GHL144_combined_61bp	0.000360167485381926	0.0309342864539559	0.0528950775058354	0.0199446493797252	2.44235708942039e-05	0.00416146450270949	0.000578234029340084	2.85877979673311e-05	1.53349627663755e-05	3.36308379813906e-05	0.000197589393792244	0.0904776589139199	0.0992330524150134	0.140490246053555	0.0626396028741179	0.0337829231176682	0.119805246332775	2.95895091270378e-05	2.6203913845827e-05	0.000361589645800295	1.92039365278702e-05	1.62647892960295e-05	2.06925549552339e-05	0.0164881323510761	0.214563404093145	2.24484147516338e-05	0.00128950030868341	2.29524939159864e-05	2.97916984899802e-05	2.24935812095532e-05	0.00106725410905405	2.60307075733796e-05	0.049925064054453	2.69744702102181e-05	5.78172584048034e-05	0.0077303264656277	3.70596515049702e-05	0.000184955769051953	3.16175976509634e-05	0.00213144565801396	0.0502670113402317
GHL158_combined_61bp	0.000219500917528942	0.0612925425768787	0.0854671679211682	0.0131224066856255	3.06287682293361e-05	0.00110350038685205	4.64241522585663e-05	4.77208469010015e-05	1.48236730575287e-05	5.19458652111251e-05	2.45013245282112e-05	0.190307240980786	0.00751324632265819	0.182000931842339	0.0737586096841077	0.00806114172658113	0.11337760539617	5.41818508429988e-05	3.52210792935382e-05	0.00163522935627983	3.29718172995453e-05	1.79994736504038e-05	1.7050440094764e-05	0.0142201067758051	0.170099048679792	2.97598858147113e-05	3.99249575390937e-05	2.80062323164707e-05	2.75109056384581e-05	3.370746911191e-05	3.94179910750445e-05	2.181317340676e-05	0.0332460938573625	3.7953397072977e-05	5.51563574624892e-05	0.00945699286053732	2.58705045109456e-05	9.0729128518118e-05	2.52658768783673e-05	0.000622879508499401	0.0336671693503165
GHL166_combined_61bp	0.0025119301176447	0.10602623765052	0.0607876364934491	0.0185691308786751	2.28727884783417e-05	0.00298550103433865	5.61996822364605e-05	2.69686733029137e-05	1.23399983635225e-05	4.02779071731386e-05	6.53883087831603e-05	0.104425535568349	0.0192668407417302	0.0649007463544776	0.214623956498953	0.010758856706813	0.0531130063011071	5.34938361835116e-05	3.9613222855392e-05	0.00205548354562211	3.11766060266954e-05	1.90603373445139e-05	2.0698985158295e-05	0.0139538406461055	0.219750753861492	2.86115092766323e-05	0.000936163565735584	2.53873717982733e-05	2.53012125668752e-05	2.85327650611165e-05	0.00326147812790975	1.73634763715503e-05	0.0969614091215108	3.92509213328972e-05	0.000463296453441048	0.00289458966348732	5.1143689480609e-05	4.34258489660787e-05	3.41308414650469e-05	0.000907913615009427	0.000164455071404293
GHL169_combined_61bp	0.00429709061678089	0.105597924047531	0.04919840534804	0.0319622842249887	1.44196590414524e-05	0.0156155315793479	0.0044083890248872	4.55133535530086e-05	7.91644079992213e-06	3.02035206663886e-05	0.00121781752276245	0.150634464846901	0.0208460070390219	0.162333386926145	0.019486240300291	0.00490639619860151	0.0721600831167753	2.21739508665569e-05	2.82213961095323e-05	0.00462603718756381	5.16636945723861e-05	1.4056623287099e-05	1.05453798664377e-05	0.0298770584130999	0.195328841216418	1.88538878547611e-05	0.00723840098417212	2.36390250503492e-05	0.000611406509672129	2.60331460772775e-05	0.00384713047655625	4.90086318362829e-05	0.0764157324330007	2.55192724801753e-05	3.59079018756184e-05	0.014523825265796	0.000228509269227568	0.0002540078110555	1.80318470040096e-05	0.0056923184716019	0.0182710034388201
GHL199_combined_61bp	0.00550292563783839	0.0749490793777767	0.000634101474951423	0.0216576130441009	6.53809922244252e-05	0.00431321766329551	0.000434730470004454	4.72156227093694e-05	3.15157071106315e-05	6.96032319951899e-05	7.75955252628932e-05	0.187800956124028	0.026849895023378	0.142737847438727	0.000834094252668448	0.0220743756005135	0.0465328242352676	8.05963579032328e-05	8.69217210450145e-05	0.00013264518771444	6.54141822016829e-05	3.61626569006213e-05	3.93035218012999e-05	0.0572223055931063	0.174412556866908	4.43442719901722e-05	0.00103968748416257	5.28751848520404e-05	6.9831253231247e-05	0.000139121280461993	0.100027494444648	9.38708691626213e-05	0.112525006067015	5.35980959775767e-05	9.83766963786252e-05	0.00371726162192224	6.18048572401233e-05	7.71102953631377e-05	4.3579185471935e-05	0.00150236345170729	0.013764797430983
GHL210_combined_61bp	0.00234976345982591	0.0393006060697322	0.00854749944613083	0.0377926229808567	2.76183348432663e-05	0.000299823118003346	6.51057216295328e-05	2.9449759089163e-05	1.68341414749298e-05	3.54699773831164e-05	0.000198538799434255	0.104678480724651	0.0409706452046603	0.238077637631944	0.0467134329452017	0.0477866619308291	0.0994123505983616	6.38901186799267e-05	0.000267788787155668	4.90105103245851e-05	3.05681174682012e-05	2.05218071430656e-05	1.91132125127661e-05	0.0296607175811349	0.226854879371846	2.57881444029064e-05	0.000271833154483413	2.9185548851694e-05	2.45479140532607e-05	3.55838795297946e-05	0.00216903371567459	2.65687386082675e-05	0.0708109895469791	4.02397733898375e-05	6.63346857079027e-05	0.000216570105136263	2.82248881554093e-05	4.54760888857865e-05	2.6275221124488e-05	0.000142339585832216	0.00277197865886934
GHL223_combined_61bp	0.0414412937647745	0.0303794693851916	0.203935592460935	0.176085232160574	1.33910013109317e-05	0.000215104141274405	1.55018718856623e-05	1.75104199213286e-05	7.72467647406224e-06	2.46962755616773e-05	1.74260094977593e-05	0.0990888805688486	4.10232930453669e-05	0.00185068755562189	0.0594517209210653	6.46004041181601e-05	0.0281198222168513	2.54933805935555e-05	1.44584008245391e-05	0.000888133247844375	1.93430730997368e-05	1.23410736647052e-05	1.07536336565889e-05	2.424232182593e-05	0.261368846459832	2.61436958051529e-05	5.86304017774815e-05	1.42568716843112e-05	2.39885035227412e-05	1.74618046112112e-05	2.96170891354538e-05	1.32156138287562e-05	0.057099543279609	2.1939981114754e-05	8.21610442593039e-05	0.000759097910683854	2.44312655138076e-05	2.60659285899591e-05	1.2231290398662e-05	0.000849957560112908	0.0378079690410602
GHL230_combined_61bp	0.0105050162717996	0.0412712163129952	0.115958235439883	0.0142863704784445	1.43549471978164e-05	0.00172081182780746	0.00574882965770734	2.86425059013692e-05	7.579500700922e-06	1.86016011272999e-05	3.44299717369345e-05	0.0737816130435715	0.184865206664688	0.0448171819014968	0.00860783365644995	0.000121637229112529	0.167059613088543	2.85025306624262e-05	7.09526707217729e-05	4.38993460356941e-05	2.17640653217611e-05	1.24772773903694e-05	1.29710276778379e-05	0.0090697632174932	0.25272931410592	1.93030330196587e-05	0.000278644103804703	1.99530621252353e-05	3.03304867825083e-05	1.88534426969451e-05	5.29053560680706e-05	1.43013597533136e-05	0.0365897574493639	3.72935538433995e-05	4.40205397655415e-05	0.00218323254633271	2.52628181222703e-05	4.37769966710248e-05	3.18858587928425e-05	0.00141686496902096	0.0283567960834511
GHL235_combined_61bp	6.1111900883941e-05	0.101789108825887	0.247829231380997	0.0216418174988745	1.09254925944016e-05	0.000113176329713718	7.38756545258747e-05	1.33115983539815e-05	8.21448739572664e-06	1.75296194930242e-05	1.87646351264709e-05	0.135117340491305	0.0204582738874864	0.111188482223685	0.0663254912614773	2.90053970972529e-05	0.100233607158947	2.64531064530388e-05	2.83182118732044e-05	0.00163339542082107	1.84563781005373e-05	1.03411994390813e-05	8.69990588329788e-06	0.0101953468396735	0.149125129703732	1.31980132140072e-05	4.74048604208823e-05	2.46840538039546e-05	1.65160010404084e-05	1.89215434840237e-05	1.31395927618762e-05	1.12085221760729e-05	0.0272417218511061	4.16571746660274e-05	5.61799036169306e-05	0.000234710334231896	1.24964080134674e-05	2.13914223929966e-05	2.0648374731205e-05	8.65738111797493e-05	0.00616413952334136
GHL248_combined_61bp	0.00142947955150269	0.0605247996219859	0.142071071377371	0.0275627916513615	2.95118013637024e-05	0.0100433904320754	0.00112939473172953	5.07066588992952e-05	1.08288633739888e-05	3.89521646940271e-05	0.000388474025159944	0.114078759758052	0.0606513651314726	0.139597604211964	0.0211538444763776	8.04974116433643e-05	0.201203697395091	3.44541429028604e-05	4.36185278043382e-05	0.00360329761769795	5.10918839232774e-05	1.42193095634006e-05	1.67026981510237e-05	0.0175619937428768	0.117703249523598	3.54592067808293e-05	0.00342968626078068	3.00699559970427e-05	4.42369905971239e-05	9.6883938908038e-05	0.00207059011811641	2.62191915542985e-05	0.0545778775357895	3.24294108114647e-05	4.99518100306321e-05	0.00278261290215939	3.69755674906461e-05	2.7554822022094e-05	3.00788725762733e-05	0.00391036747402219	0.0137452092317286
GHL252_combined_61bp	0.000169064289919502	0.100444328013849	0.0237142984603751	0.03055603526218	2.0956637800352e-05	0.00345186669696075	0.000340881818449303	2.53638600466404e-05	1.14234180836039e-05	2.84141713650259e-05	0.000176858086609269	0.104324268422729	0.0121695334175006	0.234724165722869	0.0496825538155643	0.0464946474821878	0.0912104305300143	3.20958831079521e-05	0.000167204564246627	4.84976442946674e-05	2.27863945567855e-05	1.32031151975157e-05	1.56347785625906e-05	0.0296001795275294	0.187549177716358	2.0561834455427e-05	0.00079842875889053	2.12313324413689e-05	2.10381693275412e-05	4.056006954309e-05	0.0011564506136401	2.7602474611084e-05	0.0565165244731912	3.66795373473914e-05	4.47835318577247e-05	0.00211632722829866	2.43329103846242e-05	2.36078936329915e-05	2.82818636546884e-05	0.0016309258674534	0.0224987937109117
GHL264_combined_61bp	0.000414083405830551	0.0420567438852243	0.315166247102401	0.011349973948152	2.17289587740407e-05	0.000727051903599205	0.00203994254691076	2.59554700582432e-05	9.41418383737453e-06	3.5793376323079e-05	2.10990421894158e-05	0.0975668087395618	0.00161162135122022	0.16384824552223	0.0743636824706834	6.76316466666261e-05	0.0495341789948871	4.45144869248709e-05	3.90443625862051e-05	0.000426569845409114	1.71043195820453e-05	1.5453175693357e-05	1.20987298401332e-05	0.0166949293981094	0.162665192561466	2.24414122831101e-05	0.000257419103041615	2.38250173141148e-05	2.48334361611786e-05	1.88976082349578e-05	0.000158349414699266	1.50375940724418e-05	0.0434158881856893	3.29455157047298e-05	4.74152551039875e-05	0.00389131250703755	2.14759961682712e-05	3.42415341704983e-05	2.05646956280333e-05	8.2420353842003e-05	0.013157822942689
GHL269_combined_61bp	0.000916601369565929	0.0722818791187767	0.0917141904363185	0.0259584580045832	2.97879705300338e-05	0.00494760029180395	0.000305163087308858	4.49287374515353e-05	1.76680727601769e-05	5.37870242830147e-05	5.00271505652987e-05	0.142389323200807	0.0084537942356628	0.217555956252865	0.102464718901781	0.0105602544055501	0.042293105143135	5.10283937627421e-05	4.53312187546142e-05	0.0012646986571327	4.33952861432777e-05	2.48113563709624e-05	2.73625724751341e-05	0.0123444092994126	0.170673247351192	3.3016940691691e-05	0.00209084340735612	3.29176343010076e-05	3.9596148525192e-05	3.97048882481301e-05	0.00133089868922153	2.76276164482641e-05	0.0604613601393806	3.76877911421519e-05	5.883733318627e-05	0.010543963093371	4.59877218415676e-05	6.0158881877897e-05	3.38242856038022e-05	0.000801447123505673	0.0198506007663079
GHL274_combined_61bp	0.00288271325981369	0.0804073160052327	0.0849446081917614	0.0771443416268707	2.47834452239195e-05	0.0110977593804054	8.47241386760844e-05	3.33017145733441e-05	1.24603680183052e-05	5.475628956649e-05	0.000826920784664981	0.13709124489577	0.0859586181379736	0.0557468029277866	0.0884789519230028	0.00448468605243866	0.0831906248353494	3.13923248545254e-05	2.9293031857439e-05	0.00670582165321202	4.11176370919963e-05	1.86128636093659e-05	1.7331753210582e-05	0.00556675432467188	0.176165396455	2.36672519691388e-05	0.00286508002061339	2.63726019488823e-05	9.76172930204243e-05	3.00123001247277e-05	0.00127298988790444	2.13562951622584e-05	0.0738398498690751	3.13714855831143e-05	0.00134245035007467	0.00795979249849674	8.90870458336551e-05	0.000558955396070943	3.60397446514103e-05	0.00187269263512865	0.00889233130370676
GHL276_combined_61bp	0.00567865985396248	0.0814730251217146	0.00604896799894361	0.0741557416236675	4.9233979133919e-05	0.0344527705685829	0.000261350418018618	0.00910795475344414	2.80563653678665e-05	5.2099838521571e-05	0.00425764159323419	0.0944802098828829	0.0994241942899201	0.0769229675663511	0.00798022422871681	0.0210492933868537	0.109342818822069	7.07602783298064e-05	3.99099567424225e-05	0.00418873497050343	0.00196939019658786	4.26298267655094e-05	3.9845989510437e-05	0.0176332165938134	0.183092541502013	5.00555489651111e-05	0.01420123805826	4.8207963466532e-05	0.000661036678350444	5.20286004929417e-05	0.013643467735393	4.08790599086294e-05	0.110450203577903	9.21395877706154e-05	0.000602927824014721	0.0152039573597213	8.32400483669131e-05	0.000335967199115312	8.51676149192612e-05	0.00719326916727005	0.00541397437043154
GHL277_combined_61bp	0.000860886856954747	0.0234665948697064	0.0378066670216046	0.049841482192315	3.53200387702244e-05	0.00367432390380981	0.000573880906148797	3.56526353014252e-05	1.92255199051148e-05	2.89131573553891e-05	0.000368645134910208	0.127255635042111	0.01239487164527	0.219302962945542	0.0704478222658816	0.0236319386544257	0.114807174359841	4.20875086383384e-05	0.00152540654980848	0.000256815189939825	3.87104303299646e-05	2.05105668085373e-05	2.24917071519858e-05	0.0524011498938481	0.12609388625894	2.89032332948789e-05	0.00152252955636753	2.71318178831876e-05	4.00571176891182e-05	2.41843366283113e-05	0.0024399376672398	5.83824530098225e-05	0.0735231405980118	3.15054378694497e-05	6.16271486342684e-05	0.00248046604284884	4.22509667644251e-05	4.26711264858821e-05	3.81783465917434e-05	0.0016967203088393	0.0529892585865237
GHL284_combined_61bp	0.00883453965467094	0.045655450859037	0.10181269709594	0.037950356614646	3.07742223181919e-05	0.00557553013484062	0.00274573237802476	3.28838270976608e-05	1.98738811842055e-05	4.38239382920296e-05	0.000619184925269264	0.103743290447715	0.00772446010715567	0.290991482741607	0.0470342781136858	0.0185073791377317	0.0744985829568269	5.27089783815996e-05	7.95680494871162e-05	0.00416146862678439	3.84088065184785e-05	2.28539928142896e-05	1.81155996607497e-05	0.0117621983711684	0.147339850751954	3.14094582222679e-05	0.00260726786585481	3.1629041900995e-05	3.69819272823037e-05	3.00535831447143e-05	0.000795358279297311	3.75194658156357e-05	0.0575196308973981	4.20009298564753e-05	0.000758462721084902	0.00393781044973363	7.22373126878502e-05	5.85185520556139e-05	4.80375522558632e-05	0.0033042488772379	0.0213933388733597
