"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000097033.14"	194.848708536343	0.45106186020249	0.134303450248635	3.35852771739997	0.000783588624620825	0.00976687249973814
"ENSG00000117226.12"	59.7058788743243	0.59288413968703	0.222786105418371	2.66122583620576	0.00778567174228833	0.0437083019526857
"ENSG00000117228.11"	406.685366721449	1.46784486408533	0.280190780525703	5.23873362760657	1.61682204885191e-07	3.84730155715443e-05
"ENSG00000234518.2"	15.3254049162631	0.582187374709096	0.204508691135759	2.84676104216336	0.00441665015653364	0.0298109888613707
"ENSG00000162645.13"	547.176480757374	1.07170372320201	0.154810882747309	6.92266398965831	4.4322823068183e-12	1.54686652507959e-08
"ENSG00000162654.9"	126.777457757124	1.10185413218162	0.243890956312815	4.51781463667057	6.24811438250821e-06	0.00043904535291853
"ENSG00000154451.14"	1286.31834300077	1.87647408805632	0.279114984755304	6.72294283913632	1.78090462275503e-11	3.72921428004903e-08
"ENSG00000183347.15"	8.99711671768614	2.08300847489663	0.412212395399983	5.05324075195607	4.34375789182095e-07	7.97879739076585e-05
"ENSG00000225492.6"	23.8489937512505	1.77460468181671	0.55592032944352	3.19219245605409	0.00141197218617922	0.014377185128826
"ENSG00000171488.15"	55.8643157925313	-0.473763943023861	0.101865251011077	-4.65088868207221	3.30507702858097e-06	0.000293981117143917
"ENSG00000122482.21"	95.4444754395173	-0.434459169554896	0.101320383502481	-4.28797399433707	1.80310197106298e-05	0.000828003405132869
"ENSG00000189195.15"	8.39005049696669	-0.506000757643105	0.185221764198151	-2.73186447518005	0.00629770404265161	0.0382243254067028
"ENSG00000122484.9"	30.5818768719313	-0.482524872090286	0.116436356252793	-4.14410831478344	3.41138485483083e-05	0.00121075252305352
"ENSG00000162676.12"	11.046545644733	-0.768360199978936	0.265173717138798	-2.89757298826398	0.00376062222518199	0.0268396146541618
"ENSG00000154511.12"	6.92338041513774	-0.655795634635443	0.219680293456941	-2.98522741533019	0.00283367567003729	0.0223865764889641
"ENSG00000067334.14"	46.4906441724078	-0.287735651227359	0.0998297290115715	-2.88226417196832	0.00394828561983768	0.027711024248796
"ENSG00000117528.14"	25.0532140284817	-0.539973853651612	0.129106653421236	-4.18238595256465	2.88465730183999e-05	0.00108305556635517
"ENSG00000122481.17"	5.34279940731877	-0.631524340835122	0.178414760844142	-3.53964177541792	0.000400670493121467	0.00624751099552204
"ENSG00000188641.14"	273.813942864911	0.356243693002868	0.0844061385444819	4.22058986640086	2.43663895760148e-05	0.000985004242706083
"ENSG00000162688.17"	22.9524561835421	-0.501009529745134	0.133328371483496	-3.75771131208297	0.000171474545763751	0.00343276958727815
"ENSG00000122435.10"	15.2703518427607	-0.644579218562137	0.151626378156097	-4.25110212616537	2.12721136137318e-05	0.000898060602966824
"ENSG00000137996.13"	26.0135848682233	-0.267008228355368	0.0979781219132088	-2.72518214415143	0.00642660225929864	0.0386704170430211
"ENSG00000079335.20"	50.3450935333387	-0.507411653889152	0.113933261296182	-4.45358667097294	8.44475963034331e-06	0.000532630321263219
"ENSG00000170989.10"	53.367253548647	-0.961353945558907	0.193626990739945	-4.96497901395407	6.87084992674471e-07	0.00010276828390431
"ENSG00000198890.9"	7.54142070106149	-0.545319916080693	0.19430526344374	-2.80651129267317	0.00500811570542689	0.032669764134467
"ENSG00000085491.17"	35.4930914861469	-0.285274249761533	0.100097435919948	-2.84996560740754	0.00437239567752388	0.0295921026138817
"ENSG00000121940.16"	16.3048530694619	-0.496333720611158	0.162412361449749	-3.05600950679314	0.00224304143785701	0.019297160110405
"ENSG00000134243.12"	64.1375373605361	0.74664124322235	0.198117140248175	3.76868574968858	0.000164109339196165	0.00335590777614032
"ENSG00000259834.1"	25.6907417467438	-0.6804359141235	0.159010335208955	-4.27919300484048	1.87572159234101e-05	0.000842867170463964
"ENSG00000177272.9"	28.6088917916799	-0.700055897529702	0.176534512720762	-3.9655469445628	7.32278377344297e-05	0.00199141678202462
"ENSG00000162777.17"	64.4594543388615	-0.605081677934674	0.14209955777257	-4.25815313868257	2.06122733951141e-05	0.000880859193660592
"ENSG00000064886.14"	7.08935838535014	-0.873054893906357	0.280685718284876	-3.11043575441294	0.00186811528974372	0.0171776717821079
"ENSG00000116459.11"	57.9646751574656	-0.248214302901295	0.0800727733161148	-3.09985894857649	0.00193612820690404	0.0175508764729743
"ENSG00000064703.13"	14.1460206539917	-0.536510285812613	0.127194887900348	-4.21801767876823	2.46459499930577e-05	0.000992473447797364
"ENSG00000116793.16"	33.1656733781658	0.715234783121333	0.156361070891745	4.57425098870369	4.77926639587008e-06	0.000370735591526166
"ENSG00000081019.13"	57.5495138576417	0.243061245648111	0.0898878833316964	2.70404905131861	0.00685001765180281	0.0402016170484167
"ENSG00000134242.16"	50.8293957585334	-0.264910912058319	0.100097484835004	-2.64652915600212	0.00813224945078084	0.0448877830008196
"ENSG00000134262.13"	15.3205573264178	-0.435543585794034	0.159064629939143	-2.73815483656341	0.00617849790733015	0.0377793577263721
"ENSG00000052723.12"	26.9426923963195	-0.392452883243611	0.0935002202796052	-4.1973471513758	2.70059804589555e-05	0.00103953167428406
"ENSG00000163393.13"	39.3086673072461	0.485441956022431	0.18254868313989	2.65924655096213	0.00783156289774481	0.0438015296684766
"ENSG00000163399.16"	80.3439592999875	-0.419132143595574	0.132478719731534	-3.16376958084241	0.00155740043106861	0.0153141015176946
"ENSG00000116824.5"	34.1895284878826	-0.83051901617881	0.206744563484395	-4.01712626528871	5.89121622066293e-05	0.00171248534592871
"ENSG00000065183.16"	17.6105562154251	-0.581060361465015	0.146828343387887	-3.95741277234181	7.57659410581552e-05	0.00202735847035319
"ENSG00000198019.13"	44.8394952217576	1.59962833193214	0.275027056127288	5.81625806004991	6.01795386687378e-09	3.3162093150615e-06
"ENSG00000265531.3"	14.8963039204602	2.1157984326237	0.364623613052876	5.80269175358338	6.52586958276125e-09	3.41629272657552e-06
"ENSG00000266338.6"	5.34314879578659	-1.06861704921351	0.286543864248175	-3.72933146559364	0.00019198846562328	0.00370739705147021
"ENSG00000271601.4"	15.1758009171973	-0.424247934835552	0.162228153248137	-2.61513138343283	0.00891931388764169	0.047742953171579
"ENSG00000178104.19"	12.8314329986943	-0.653116383619698	0.21931134230964	-2.97803285840811	0.00290104881957033	0.0227288802106962
"ENSG00000150337.14"	67.9965453428967	1.59486314341498	0.332187408451829	4.80109451122154	1.57800767141956e-06	0.000190432184782132
"ENSG00000203814.6"	40.2765141241647	0.449448436311593	0.145761956609121	3.08344129543243	0.00204621476723296	0.0182175753511302
"ENSG00000261716.2"	26.1321109227448	0.538827546969444	0.141335378226468	3.81240389866192	0.000137621744842019	0.00299381297881735
"ENSG00000143401.15"	78.4138364673618	-0.319849534745672	0.110139046760723	-2.90405214274776	0.00368366804774236	0.0266174611038224
"ENSG00000143374.17"	4.71260886514254	-0.656697911727513	0.235371202869576	-2.79005206975724	0.00526995654159717	0.033809096195173
"ENSG00000143384.14"	828.015166100037	0.277147441810728	0.0864503371295843	3.20585727034585	0.00134660764304462	0.0140273275502303
"ENSG00000274963.1"	3.60459062212213	0.881922306217339	0.289664792367444	3.04463065396849	0.00232966215790888	0.0196231398176235
"ENSG00000143452.16"	8.74160177975626	0.964530317293221	0.318063964648081	3.0325042271306	0.00242533700479896	0.0202175783759914
"ENSG00000163131.12"	1390.6405152346	0.486230834900251	0.0901209610293624	5.39531346921424	6.84040231022665e-08	2.0462574910878e-05
"ENSG00000143409.16"	33.4736885257872	0.391500965647298	0.140374906040882	2.78896689365034	0.00528764699200756	0.033839647925623
"ENSG00000143376.14"	68.1739393644053	0.505682366003134	0.127078286018656	3.97929797328945	6.9119066912402e-05	0.00191304538339996
"ENSG00000159445.13"	7.27644069477202	-0.936009077096534	0.262251662274618	-3.56912543081	0.000358174920308105	0.00581409521802459
"ENSG00000197747.9"	35.2147327353028	-0.405836314682554	0.151963652567489	-2.67061437275152	0.00757125730121941	0.0429004912377586
"ENSG00000163221.9"	196.540342749034	1.27801159989598	0.290748057394359	4.39559806985241	1.10468174886674e-05	0.000605550675949466
"ENSG00000143515.19"	26.7108539931826	-0.661194154612657	0.214501782461368	-3.08246461649678	0.00205294135163397	0.0182619336887066
"ENSG00000160712.13"	107.671271117698	0.476084344205236	0.130829318993593	3.63897288365882	0.000273727617176897	0.00475278300471329
"ENSG00000160710.18"	281.168752868844	0.540396764550451	0.141184007988747	3.82760605998325	0.000129395633563793	0.00286421201567212
"ENSG00000287839.1"	6.97412934500683	1.04904774206991	0.335149627672734	3.13008774425458	0.00174754096057647	0.0165282329333655
"ENSG00000132676.16"	40.831866626929	-0.279630679607741	0.0983953402564561	-2.84190977823661	0.00448441802666194	0.0301171866817105
"ENSG00000196189.13"	29.377887589799	0.613671296547223	0.199152342571672	3.08141641028587	0.00206018312404093	0.0182952648928825
"ENSG00000160785.14"	25.6779509961877	0.52401827156652	0.138370868528028	3.78705631568956	0.000152442559211825	0.00319619380427473
"ENSG00000143297.19"	17.2521683271087	-0.939036793848475	0.275569172023925	-3.40762642987855	0.000655305425447391	0.00873460644802875
"ENSG00000160856.21"	28.3329995418034	-1.00659150855475	0.214428068489192	-4.69430851868859	2.67510048195413e-06	0.000266745733771997
"ENSG00000163534.15"	18.2776290590406	-0.703297648519102	0.271554888157578	-2.58989132285843	0.00960062355256784	0.0499206436170069
"ENSG00000158481.13"	5.4099601666154	-1.01253245151571	0.373423580969558	-2.71148503500171	0.00669825645524251	0.0397160994195635
"ENSG00000163563.8"	958.477654833997	0.414305933950416	0.0934540699496453	4.43325725860469	9.28200007361737e-06	0.000547578374868297
"ENSG00000163564.15"	43.9497210732229	-0.836131927889128	0.198540136849389	-4.21139997764487	2.53792923010368e-05	0.00100577980787482
"ENSG00000163565.19"	339.680390423359	0.487077655838944	0.138517879356228	3.51635224349863	0.000437520106984448	0.00661015226569577
"ENSG00000163568.15"	65.7917190535173	1.24435963207803	0.28858001030627	4.31200910540336	1.61777769956429e-05	0.000773430708421832
"ENSG00000143315.8"	8.7544113932336	-0.502135087957253	0.144083437649888	-3.48502989758895	0.000492082055589819	0.00717996863254171
"ENSG00000162739.14"	41.5428423666131	-0.74426612163805	0.184252139206311	-4.03938931099563	5.35905509917742e-05	0.00162635672140254
"ENSG00000066294.15"	50.4225232001658	-0.521954684102549	0.12574254745121	-4.15097908132548	3.31056026266558e-05	0.00117896482823499
"ENSG00000117090.15"	10.4482938915033	-0.825759430086769	0.214055421339268	-3.85768986798039	0.000114463756044783	0.00262814808287035
"ENSG00000122224.18"	19.0062045633211	-0.729810385044332	0.179055284885387	-4.07589413242666	4.58378712239417e-05	0.00147359218386595
"ENSG00000143226.15"	590.1792869163	0.490878043366027	0.149221286374222	3.28959798761543	0.00100330615815911	0.011436094805271
"ENSG00000173110.8"	92.5328542993752	0.788315184049287	0.17691989703428	4.45577460344409	8.35908213482808e-06	0.000532630321263219
"ENSG00000203747.12"	416.156924302255	0.494095459183095	0.169315997205054	2.91818533002944	0.00352075025647417	0.0258319938229044
"ENSG00000162747.12"	1287.42484653358	0.902253843730759	0.177748987836718	5.07599989576074	3.85463502428668e-07	7.20679084005028e-05
"ENSG00000132185.18"	4.09118269834414	-1.22277174809303	0.340959397684555	-3.58626791458701	0.000335444333015862	0.00554823241637104
"ENSG00000118217.7"	170.582149176756	0.374412765122556	0.0929937283470228	4.02621522739005	5.66818109659309e-05	0.00166252433155401
"ENSG00000152332.16"	241.260951560674	-0.402015345119133	0.10624792814	-3.78374761895977	0.000154484478828399	0.00321668553920235
"ENSG00000198821.11"	42.3559597603746	-0.771392823169415	0.225766901808559	-3.41676666061318	0.000633695689048374	0.00857208509604195
"ENSG00000143185.4"	3.16182307505601	-0.954654200472243	0.358861424741677	-2.66023075943435	0.00780871311128113	0.0437654838268599
"ENSG00000188404.10"	993.016349478642	0.581956474863347	0.138113470219167	4.21361127151366	2.51319684529595e-05	0.00100278844311596
"ENSG00000171806.12"	7.78002366399229	-0.588735990973593	0.19496559556366	-3.0196917013564	0.00253032106648476	0.020745379127576
"ENSG00000117533.15"	22.9149956613505	-0.33121632788805	0.126363387758821	-2.62114156451879	0.00876358628893748	0.047053717151372
"ENSG00000117560.8"	5.94495519937214	-0.810813524326529	0.284400633764204	-2.85095540609369	0.00435880820863073	0.0295574623991993
"ENSG00000076321.11"	15.6497009248267	-0.425222356847778	0.151061706517186	-2.81489178595637	0.00487936611945978	0.0320093754829222
"ENSG00000234741.8"	37.955557018087	-0.726550597330761	0.178867661341428	-4.06194497027554	4.86655504970132e-05	0.00153472383645701
"ENSG00000152061.24"	291.320516528247	-0.490017359002426	0.106980053554385	-4.58045535332731	4.63964657038683e-06	0.000368008330242046
"ENSG00000235750.10"	99.373051060425	0.513155557058112	0.124976052119811	4.10603110239202	4.02515307614328e-05	0.00134611463219516
"ENSG00000143207.21"	172.739036440791	0.287890452449827	0.0976240797364766	2.94896969299941	0.00318835241135556	0.0240678080366927
"ENSG00000116191.18"	55.4540193837528	-0.653795605715456	0.172973899077893	-3.77973560867145	0.00015699497513424	0.00324849286493181
"ENSG00000230124.8"	14.9609531979606	-0.565747720268728	0.186651470625077	-3.03103810741	0.00243714486843772	0.0202998462788727
"ENSG00000198216.12"	16.2570472904092	1.50802313933542	0.31169631943605	4.83811660677893	1.31075239186113e-06	0.000165472994814137
"ENSG00000135828.11"	53.3552738803672	0.486106665345558	0.110530167258194	4.39795467069214	1.09275793712189e-05	0.000605550675949466
"ENSG00000135829.17"	80.6700816383368	-0.222629411388033	0.067356667260798	-3.30523199026512	0.000948978151726032	0.0110018202985096
"ENSG00000116701.15"	592.862965824696	0.415561461558346	0.101768585488146	4.08339626187249	4.4382246677175e-05	0.00144760785890973
"ENSG00000198860.14"	15.2187202736033	-0.478944997263083	0.154640121818771	-3.09715869096622	0.00195385248362296	0.0176200133536024
"ENSG00000135842.17"	294.212468153047	0.488106856206056	0.179628556947803	2.71731212731332	0.00658145082924403	0.0393309304692837
"ENSG00000116679.16"	261.752980843665	0.332271274982981	0.102941611116437	3.22776447132879	0.00124761652311348	0.0133813309178482
"ENSG00000116750.14"	28.0181959160577	-0.46023069171622	0.112680123604834	-4.0843999544253	4.41908604081776e-05	0.00144586971398006
"ENSG00000000971.16"	5.93512601557782	-1.04186340349795	0.385129189418564	-2.7052309513877	0.00682569157493905	0.0401038107685813
"ENSG00000177888.8"	28.6096506749604	-0.432133610745875	0.138375774079623	-3.1228993197698	0.00179078995307177	0.0167706357859226
"ENSG00000116857.17"	6.74680439168815	-0.598396644810427	0.210873750968576	-2.83770095643435	0.00454397328719426	0.0303996168159258
"ENSG00000159176.14"	13.6964484696266	-0.447328334540275	0.164670516605756	-2.71650532081126	0.00659751347084301	0.0393595248089609
"ENSG00000122188.13"	9.18923271288953	-0.77904188694736	0.214272062215481	-3.6357604388197	0.000277161814940007	0.00480444404374483
"ENSG00000069275.13"	57.3286399645525	-0.473149475836553	0.136217514059493	-3.47348488264076	0.000513746303581852	0.00739879477097936
"ENSG00000117280.13"	30.8756550765241	-0.475598849275029	0.131917295683051	-3.60528046616206	0.000311815990375472	0.00529126972322721
"ENSG00000196188.12"	4.53766446852582	-1.14338363358396	0.421617866590493	-2.71189559121434	0.00668996612859167	0.0397160994195635
"ENSG00000162894.12"	37.8590385679131	-0.908915725914379	0.221604932498646	-4.10151396751935	4.10455725409123e-05	0.00136427664921699
"ENSG00000117335.20"	390.4652476092	0.460467390331187	0.0960699723413046	4.79304177058884	1.64271405039182e-06	0.000191102401195581
"ENSG00000123689.6"	5.81585602356259	1.0271265135297	0.384102386697598	2.67409562945087	0.00749310810664147	0.0426012082257608
"ENSG00000009790.15"	128.624304821843	-0.347504005260049	0.098868510146871	-3.51480976848771	0.000440069100098291	0.00662061401387276
"ENSG00000082512.15"	20.9434422408196	-0.769052783662882	0.167997136777812	-4.57777315978907	4.6995190192911e-06	0.000369954617533668
"ENSG00000174606.14"	44.4341075082099	-0.303096429840467	0.0976040693439664	-3.10536673191694	0.00190043237758601	0.0173915128159331
"ENSG00000143499.14"	13.8505705900337	-0.423971052407909	0.14238800234396	-2.97757567652184	0.00290537909392131	0.0227349171250793
"ENSG00000092978.11"	20.5439876302293	-0.554937533705891	0.145457161295049	-3.81512693335353	0.000136112949205723	0.00296904207519372
"ENSG00000136628.18"	59.5525081598577	-0.271342996362	0.0994614872351318	-2.72812124476414	0.00636961913657568	0.0384601570703272
"ENSG00000067704.10"	24.6458690966186	-0.30985642130359	0.108851654114973	-2.8465935940331	0.00441897370705323	0.0298109888613707
"ENSG00000136630.13"	8.54965410739939	0.684120646307803	0.19426154073268	3.52164738181095	0.000428874196053656	0.00650769975750982
"ENSG00000187554.14"	44.6750534695459	0.711693959290268	0.259023415184064	2.7476047244012	0.00600323339601784	0.0370719173559072
"ENSG00000272645.3"	3.33985065487133	0.743136066936916	0.284229967469993	2.6145591668316	0.00893426847969965	0.0477985646307897
"ENSG00000143756.12"	29.7086097945404	-0.257743800467721	0.0989907598519138	-2.60371574936181	0.0092219204899341	0.0486415655061008
"ENSG00000143771.12"	41.6063732305503	0.432868359683152	0.1655854852658	2.61416850026622	0.0089444912128397	0.0478288166488415
"ENSG00000143786.8"	4.21395202548833	-1.04897258816259	0.312023803114627	-3.36183514748467	0.000774263330876675	0.00973173718400815
"ENSG00000143815.15"	214.938133882484	0.305215980981854	0.115583247029692	2.64065934143075	0.00827448724893068	0.0452869218485647
"ENSG00000143742.14"	45.1820639733705	-0.313141793669561	0.0936825589334751	-3.34258369150576	0.000830023215893749	0.0101706329226833
"ENSG00000163041.13"	166.539479878046	0.344808328723069	0.094236027587326	3.65898624497456	0.000253214929111833	0.00447075937234552
"ENSG00000143799.14"	19.4321192297052	-0.523141696423484	0.192547028195839	-2.71695544369243	0.00658854767091424	0.0393508808411136
"ENSG00000143772.10"	35.7418086007932	-0.473315844741378	0.169670491444422	-2.78961792773742	0.00527702746270689	0.0338337278227441
"ENSG00000181450.18"	12.3201882892444	-0.555511302610282	0.176871646229642	-3.14075949679935	0.00168510349581203	0.0161123594531068
